property_id,district,latitude,longitude,area_sqft,property_type,location_type,bhk_type,age_of_property,price_per_sqft,total_price,road_access,utilities_available,water_supply,electricity,ownership_type,transaction_type,legal_status,amenities,days_on_market,seller_type,demand_score,location_score,price_trend,roi_percentage,investment_potential,date_listed
PROP000110,Visakhapatnam,17.643814,83.107344,60557.06,Warehouse,Industrial Hub,NA,20,667.25,34432884.82,Yes,No,Yes,Yes,Leasehold,Sell,Mortgaged,Electricity,90,Individual,55.29,40.0,Increasing,5.35,Low,2026-06-24
PROP000111,Lucknow,26.81652,80.977974,83382.17,Commercial Plot,Rural,NA,11,1490.32,101332232.9,No,No,No,No,Leasehold,Buy,Mortgaged,"Road Access, Parking",255,NRI,61.16,20.0,Decreasing,-9.25,Low,2026-01-10
PROP000112,Kolkata,22.625353,88.314202,9836.11,Office Space,Commercial,NA,1,16007.05,163073280.25,Yes,No,Yes,Yes,Freehold,Rent,Clear,"AC, WiFi, Parking",84,Individual,78.23,100.0,Increasing,14.22,High,2026-06-30
PROP000113,Kochi,9.959008,76.2972,42940.03,Farm House,Rural,1 BHK,0,1719.42,78508700.42,Yes,Yes,No,Yes,Freehold,Buy,Clear,"Parking, Security",165,NRI,37.9,25.0,Stable,3.5,Low,2026-04-10
PROP000114,Surat,21.21644,72.811352,3714.61,Industrial Space,Industrial Hub,NA,23,895.66,3105345.36,Yes,Yes,No,Yes,Leasehold,Buy,Clear,Basic,93,Bank,63.84,50.0,Increasing,0.85,Low,2026-06-21
PROP000115,Surat,21.162243,72.903136,535774.49,Agricultural Land,Rural,NA,23,234.79,124635431.55,No,Yes,Yes,Yes,Freehold,Buy,Clear,Water Supply,174,Real Estate Agent,24.98,25.0,Decreasing,-17.18,Low,2026-04-01
PROP000116,Chandigarh,30.748785,76.713005,3749.33,Office Space,Commercial,NA,4,16791.16,52914236.33,No,No,Yes,Yes,Leasehold,Buy,Mortgaged,"Security, AC",34,Bank,78.15,100.0,Increasing,15.07,High,2026-08-19
PROP000117,Madurai,9.932132,78.160467,23489.26,Farm House,Urban,4 BHK,0,2916.83,35472252.84,Yes,Yes,No,Yes,Freehold,Buy,Under Litigation,"Garden, Security",96,Builder,38.9,75.0,Increasing,16.0,Low,2026-06-18
PROP000118,Pune,18.490218,73.91721,28209.73,Commercial Plot,Semi-Urban,NA,21,6032.15,182756534.9,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Electricity, Parking",93,Bank,63.54,81.25,Increasing,10.23,Medium,2026-06-21
PROP000119,Gurgaon,28.417746,77.075066,159121.02,Development Land,Semi-Urban,NA,26,5295.08,841265118.18,Yes,No,No,Yes,Freehold,Sell,Clear,Basic,103,Real Estate Agent,54.02,81.25,Increasing,8.4,Low,2026-06-11
PROP000120,Visakhapatnam,17.72804,83.159687,3591.65,Commercial Space,Commercial,NA,26,3607.05,14177018.25,Yes,No,No,No,Leasehold,Sell,Clear,Elevator,96,Real Estate Agent,83.19,80.0,Increasing,8.71,Medium,2026-06-18
PROP000121,Delhi,28.799128,77.270729,5855.89,Residential House,Urban,3 BHK,24,7837.5,42853422.4,Yes,No,No,Yes,Leasehold,Sell,Clear,Security,50,Individual,72.84,100.0,Increasing,10.51,Medium,2026-08-03
PROP000122,Indore,22.769776,75.800609,105470.17,Commercial Plot,Urban,NA,0,7562.25,844572108.37,Yes,Yes,Yes,Yes,Leasehold,Rent,Clear,Road Access,81,Bank,53.18,75.0,Increasing,18.36,Low,2026-07-03
PROP000123,Chennai,12.890412,80.292143,43332.49,Agricultural Land,Rural,NA,0,443.55,20217927.37,Yes,No,No,Yes,Leasehold,Sell,Clear,Water Supply,123,Bank,22.35,25.0,Stable,10.22,Low,2026-05-22
PROP000124,Vellore,12.957994,79.212658,75723.6,Industrial Plot,Industrial Hub,NA,17,602.36,42498294.5,No,No,No,Yes,Freehold,Buy,Clear,"Road Access, Water Supply",47,Individual,68.25,40.0,Stable,0.44,Low,2026-08-06
PROP000125,Gurgaon,28.349365,77.148181,93434.3,Farm House,Semi-Urban,3 BHK,0,9282.31,835872227.99,Yes,No,Yes,Yes,Leasehold,Sell,Clear,"Water Supply, Garden, Security",69,Bank,39.19,81.25,Stable,5.41,Low,2026-07-15
PROP000126,Madurai,9.876269,78.275102,966387.03,Agricultural Land,Rural,NA,16,123.82,130283555.55,Yes,Yes,No,No,Freehold,Lease,Clear,Road Access,162,Individual,26.24,20.0,Decreasing,-10.44,Low,2026-04-13
PROP000127,Kochi,9.900576,76.371791,44567.92,Farm House,Semi-Urban,2 BHK,0,4695.3,208596716.36,No,Yes,No,Yes,Freehold,Rent,Clear,"Security, Garden, Parking",158,Builder,40.37,62.5,Stable,10.26,Low,2026-04-17
PROP000128,Salem,11.486223,78.210336,82507.63,Industrial Space,Industrial Hub,NA,20,403.4,35516777.52,Yes,Yes,Yes,Yes,Leasehold,Rent,Clear,Basic,140,Bank,54.77,40.0,Stable,-0.22,Low,2026-05-05
PROP000129,Vellore,13.044971,79.275529,15715.26,Office Space,Commercial,NA,19,3873.11,58033619.15,Yes,Yes,No,Yes,Leasehold,Rent,Clear,"Security, AC",9,Builder,68.75,80.0,Increasing,3.81,Low,2026-09-13
PROP000130,Surat,21.232601,72.864515,424295.11,Industrial Plot,Industrial Hub,NA,0,2518.55,1129133682.84,No,Yes,Yes,Yes,Leasehold,Rent,Clear,Road Access,19,Real Estate Agent,70.48,50.0,Decreasing,4.7,Low,2026-09-03
PROP000131,Aurangabad,19.908896,75.492554,156500.96,Warehouse,Industrial Hub,NA,0,818.62,131182896.19,No,No,Yes,Yes,Leasehold,Sell,Clear,"Electricity, Security",111,NRI,44.39,40.0,Decreasing,-1.62,Low,2026-06-03
PROP000132,Tirupur,11.178028,77.341544,69319.56,Residential Plot,Rural,4 BHK,10,497.32,35661738.32,Yes,No,Yes,No,Freehold,Rent,Clear,"Road Access, Water Supply",225,NRI,74.39,20.0,Decreasing,-0.88,Low,2026-02-09
PROP000133,Kolkata,22.462756,88.309996,8144.45,Residential House,Rural,2 BHK,27,1122.33,6664976.23,No,Yes,Yes,No,Freehold,Buy,Disputed,"Water Supply, Security, Park, Electricity, Swimming Pool, Parking",68,Individual,73.17,25.0,Stable,-5.86,Low,2026-07-16
PROP000134,Mysore,12.395462,76.751462,86151.08,Farm House,Semi-Urban,4 BHK,0,3136.86,281108520.32,Yes,No,No,Yes,Leasehold,Sell,Clear,"Parking, Security",268,Individual,31.72,50.0,Decreasing,2.85,Low,2025-12-28
PROP000135,Tirunelveli,8.74287,77.605834,179139.27,Commercial Plot,Urban,NA,21,1955.38,379676972.39,No,Yes,Yes,Yes,Leasehold,Buy,Clear,Electricity,60,Bank,53.57,93.75,Increasing,12.9,Low,2026-07-24
PROP000136,Aurangabad,19.914768,75.383121,13159.35,Residential House,Urban,5+ BHK,22,2335.09,31373096.85,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Swimming Pool, Security, Gym",177,NRI,73.06,75.0,Decreasing,-3.35,Low,2026-03-29
PROP000137,Kolkata,22.520283,88.452622,72497.69,Vacant Land,Urban,NA,0,5176.55,263797284.34,Yes,No,Yes,Yes,Leasehold,Buy,Disputed,Basic,138,Bank,42.28,93.75,Stable,14.46,Low,2026-05-07
PROP000138,Hyderabad,17.438724,78.554225,24796.2,Office Space,Commercial,NA,16,13964.01,331190382.58,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Elevator,105,Individual,51.51,100.0,Increasing,14.54,Low,2026-06-09
PROP000139,Tirunelveli,8.772934,77.793369,220858.8,Development Land,Semi-Urban,NA,12,1268.19,269051148.57,Yes,No,No,Yes,Co-op,Buy,Clear,Basic,31,Real Estate Agent,62.69,62.5,Stable,5.82,Medium,2026-08-22
PROP000140,Madurai,9.963349,78.241864,5526.59,Retail Space,Commercial,NA,16,5275.95,26489610.92,Yes,No,Yes,No,Freehold,Sell,Clear,Security,81,NRI,82.24,80.0,Increasing,12.88,High,2026-07-03
PROP000141,Gurgaon,28.484199,77.138919,127869.8,Vacant Land,Urban,NA,0,8238.83,831387350.25,Yes,Yes,Yes,Yes,Leasehold,Sell,Mortgaged,Basic,44,Individual,39.36,100.0,Increasing,18.38,Low,2026-08-09
PROP000142,Hyderabad,17.376871,78.405039,66569.5,Industrial Plot,Industrial Hub,NA,0,3701.17,243313194.13,Yes,Yes,No,Yes,Freehold,Buy,Clear,"Road Access, Water Supply",22,Individual,70.61,65.0,Stable,15.13,Medium,2026-08-31
PROP000143,Mysore,12.226343,76.773059,340190.44,Industrial Plot,Industrial Hub,NA,1,2034.47,716012359.64,No,Yes,No,Yes,Freehold,Buy,Clear,Water Supply,81,Real Estate Agent,50.06,40.0,Increasing,14.29,Low,2026-07-03
PROP000144,Gurgaon,28.36681,77.14654,92798.19,Mixed-Use Property,Urban,NA,17,13382.72,1287952543.9,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Basic,93,NRI,74.98,100.0,Increasing,15.9,Medium,2026-06-21
PROP000145,Vellore,12.955264,79.186404,2136.59,Industrial Space,Industrial Hub,NA,9,554.45,1296145.3,Yes,Yes,No,No,Freehold,Sell,Clear,Basic,140,Individual,47.01,40.0,Stable,1.75,Low,2026-05-05
PROP000146,Vellore,13.031351,79.293707,11988.12,Retail Space,Commercial,NA,0,7293.71,67905709.14,Yes,No,Yes,Yes,Freehold,Buy,Mortgaged,Parking,49,Builder,76.8,80.0,Increasing,16.69,High,2026-08-04
PROP000147,Hyderabad,17.349905,78.400404,473633.2,Industrial Plot,Industrial Hub,NA,0,2526.95,1303305343.08,Yes,No,Yes,Yes,Freehold,Buy,Clear,Electricity,219,Builder,52.21,65.0,Decreasing,0.98,Low,2026-02-15
PROP000148,Indore,22.761725,75.873941,293217.05,Development Land,Urban,NA,0,5368.66,722962945.88,Yes,No,Yes,Yes,Freehold,Buy,Under Litigation,Basic,101,NRI,72.6,75.0,Stable,8.59,Medium,2026-06-13
PROP000149,Aurangabad,19.840805,75.430799,878695.35,Agricultural Land,Rural,NA,14,103.25,66080951.36,Yes,Yes,No,Yes,Leasehold,Sell,Disputed,Water Supply,103,Builder,35.13,20.0,Stable,3.22,Low,2026-06-11
PROP000150,Vadodara,22.34935,73.156661,10413.96,Commercial Space,Commercial,NA,0,9340.92,106763479.33,Yes,No,Yes,Yes,Freehold,Buy,Clear,"Elevator, Security",39,Real Estate Agent,85.79,80.0,Increasing,22.6,High,2026-08-14
PROP000151,Gurgaon,28.38552,77.088509,33155.59,Warehouse,Industrial Hub,NA,17,2432.5,77302144.58,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Electricity,105,NRI,54.62,65.0,Increasing,5.17,Low,2026-06-09
PROP000152,Mysore,12.303285,76.757304,134522.78,Warehouse,Industrial Hub,NA,12,1032.71,137428685.73,No,Yes,No,Yes,Freehold,Buy,Clear,"Electricity, Water Supply",96,Builder,40.13,40.0,Decreasing,-2.8,Low,2026-06-18
PROP000153,Lucknow,26.835442,81.001127,36303.97,Vacant Land,Urban,NA,5,2848.91,103491546.4,Yes,No,Yes,Yes,Freehold,Buy,Clear,Basic,174,Real Estate Agent,42.33,75.0,Stable,6.51,Low,2026-04-01
PROP000154,Mysore,12.22351,76.633057,43217.13,Commercial Space,Commercial,NA,11,8314.23,334981394.83,Yes,Yes,Yes,No,Freehold,Buy,Clear,Parking,105,Builder,50.77,80.0,Increasing,9.53,Low,2026-06-09
PROP000155,Chandigarh,30.774939,76.757191,11226.19,Retail Space,Commercial,NA,29,8677.82,100906059.74,Yes,No,Yes,Yes,Leasehold,Sell,Clear,Security,43,NRI,86.99,100.0,Increasing,10.2,Medium,2026-08-10
PROP000156,Visakhapatnam,17.64125,83.178372,34426.54,Residential House,Semi-Urban,5+ BHK,29,1929.52,47239389.66,Yes,No,No,Yes,Leasehold,Rent,Disputed,Water Supply,117,Bank,72.02,50.0,Stable,-5.09,Low,2026-05-28
PROP000157,Vadodara,22.38206,73.180914,238491.78,Land Bank,Urban,NA,7,1823.51,415832470.4,Yes,Yes,Yes,Yes,Leasehold,Rent,Clear,Basic,34,Bank,29.0,75.0,Increasing,16.25,Low,2026-08-19
PROP000158,Chandigarh,30.723155,76.794255,9838.52,Office Space,Commercial,NA,0,17164.58,164568837.52,Yes,Yes,Yes,No,Freehold,Rent,Clear,"WiFi, Security",42,Builder,56.29,100.0,Increasing,19.69,Low,2026-08-11
PROP000159,Ahmedabad,23.175114,72.634588,38269.28,Farm House,Semi-Urban,4 BHK,0,4360.62,172742148.67,No,Yes,Yes,No,Freehold,Buy,Clear,Security,71,NRI,27.76,62.5,Stable,11.21,Low,2026-07-13
PROP000160,Tirunelveli,8.738621,77.717701,24908.56,Industrial Space,Industrial Hub,NA,0,607.46,16365024.54,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,42,Bank,70.05,50.0,Increasing,18.76,Medium,2026-08-11
PROP000161,Chandigarh,30.763676,76.774823,35828.62,Farm House,Urban,4 BHK,13,4441.3,122994848.54,Yes,Yes,No,Yes,Leasehold,Sell,Disputed,Parking,43,Bank,30.34,93.75,Increasing,15.08,Low,2026-08-10
PROP000162,Chandigarh,30.755734,76.703898,78593.47,Residential Plot,Urban,3 BHK,28,3326.49,203395523.99,Yes,Yes,No,Yes,Co-op,Buy,Disputed,"Water Supply, Electricity",70,Real Estate Agent,74.76,93.75,Increasing,3.22,Low,2026-07-14
PROP000163,Indore,22.713008,75.802243,17013.74,Retail Space,Commercial,NA,29,3907.58,58254499.76,Yes,Yes,No,Yes,Leasehold,Buy,Mortgaged,Signage,12,Bank,73.11,80.0,Stable,-2.19,Low,2026-09-10
PROP000164,Tirupur,11.013866,77.327664,89574.17,Commercial Plot,Semi-Urban,NA,19,2118.5,203745179.19,Yes,Yes,No,Yes,Co-op,Lease,Clear,Road Access,105,NRI,66.91,50.0,Increasing,6.78,Medium,2026-06-09
PROP000165,Mangalore,12.836243,74.872728,47113.75,Commercial Space,Commercial,NA,0,11493.17,562158438.89,No,No,Yes,Yes,Leasehold,Buy,Clear,"Elevator, Parking",61,Bank,93.54,80.0,Increasing,20.97,High,2026-07-23
PROP000166,Bangalore,13.082909,77.709892,93700.13,Warehouse,Industrial Hub,NA,5,2460.6,172520838.1,Yes,Yes,Yes,Yes,Leasehold,Buy,Disputed,"Security, Electricity",157,Bank,34.05,65.0,Stable,2.73,Low,2026-04-18
PROP000167,Aurangabad,19.976195,75.476583,91532.58,Mixed-Use Property,Semi-Urban,NA,23,1494.1,143252575.8,Yes,No,No,Yes,Freehold,Sell,Clear,Basic,62,Builder,74.59,50.0,Increasing,3.96,Low,2026-07-22
PROP000168,Salem,11.692603,78.345092,28157.57,Office Space,Commercial,NA,0,5718.52,147205280.47,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Elevator,88,Builder,67.64,80.0,Increasing,15.58,Medium,2026-06-26
PROP000169,Jaipur,26.851293,75.806596,33735.51,Farm House,Rural,2 BHK,17,779.54,28752784.76,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Security, Garden",162,Bank,24.08,25.0,Decreasing,-5.69,Low,2026-04-13
PROP000170,Bangalore,13.037875,77.591939,71803.46,Industrial Space,Industrial Hub,NA,0,3142.1,211658052.8,Yes,Yes,No,Yes,Freehold,Sell,Clear,Basic,135,Builder,68.84,65.0,Decreasing,-2.3,Low,2026-05-10
PROP000171,Salem,11.546818,78.322492,284193.64,Land Bank,Semi-Urban,NA,24,575.59,160530605.63,Yes,Yes,No,Yes,Leasehold,Rent,Clear,Basic,86,NRI,42.64,50.0,Stable,-1.63,Low,2026-06-28
PROP000172,Hyderabad,17.494047,78.586465,67858.39,Farm House,Urban,4 BHK,0,8835.34,510204994.3,Yes,No,Yes,Yes,Leasehold,Buy,Mortgaged,"Parking, Garden, Security",24,Individual,37.76,100.0,Increasing,23.14,Low,2026-08-29
PROP000173,Ahmedabad,23.075794,72.556022,128586.13,Industrial Plot,Industrial Hub,NA,0,1843.95,254684371.01,No,No,No,Yes,Freehold,Buy,Clear,"Water Supply, Road Access",118,Individual,70.01,50.0,Stable,14.08,Medium,2026-05-27
PROP000174,Chandigarh,30.790843,76.746807,38967.04,Residential House,Semi-Urban,2 BHK,16,5170.36,219552402.18,Yes,No,Yes,Yes,Freehold,Sell,Clear,Gym,137,NRI,55.89,62.5,Stable,1.37,Low,2026-05-08
PROP000175,Tirunelveli,8.79964,77.759201,9090.97,Retail Space,Commercial,NA,0,3761.12,35728130.22,Yes,No,Yes,Yes,Freehold,Buy,Clear,Security,15,Individual,54.49,100.0,Increasing,22.38,Low,2026-09-07
PROP000176,Kolkata,22.678743,88.377465,32486.91,Residential Plot,Semi-Urban,3 BHK,8,3202.64,77500150.95,Yes,Yes,Yes,Yes,Leasehold,Sell,Disputed,"Road Access, Water Supply",47,Bank,99.31,62.5,Stable,9.83,Medium,2026-08-06
PROP000177,Visakhapatnam,17.656323,83.292672,340666.35,Industrial Plot,Industrial Hub,NA,3,1604.6,600216683.31,Yes,Yes,Yes,Yes,Freehold,Lease,Clear,"Road Access, Water Supply",105,Individual,38.23,40.0,Increasing,10.4,Low,2026-06-09
PROP000178,Kochi,9.95459,76.268285,47437.88,Farm House,Semi-Urban,2 BHK,0,3453.0,177603892.15,No,Yes,Yes,Yes,Leasehold,Buy,Clear,Garden,102,Real Estate Agent,44.55,62.5,Increasing,19.18,Low,2026-06-12
PROP000179,Hyderabad,17.362776,78.538211,22842.82,Residential House,Semi-Urban,3 BHK,24,4610.99,113186027.81,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Water Supply, Park, Swimming Pool, Gym, Electricity",72,Builder,65.77,81.25,Increasing,7.07,Medium,2026-07-12
PROP000180,Salem,11.646294,78.269982,105554.11,Vacant Land,Urban,NA,19,943.77,106125398.15,Yes,Yes,Yes,Yes,Co-op,Buy,Clear,Basic,6,Real Estate Agent,52.17,75.0,Increasing,9.58,Low,2026-09-16
PROP000181,Kochi,9.920653,76.234505,15013.58,Retail Space,Commercial,NA,28,8411.8,138505299.57,Yes,No,Yes,Yes,Leasehold,Buy,Clear,"Security, Signage",82,Bank,56.38,100.0,Increasing,3.47,Low,2026-07-02
PROP000182,Salem,11.623554,78.122932,71462.18,Commercial Plot,Urban,NA,16,2970.62,197682945.28,Yes,Yes,No,Yes,Freehold,Sell,Clear,Parking,172,NRI,42.7,75.0,Stable,-2.06,Low,2026-04-03
PROP000183,Madurai,9.959472,78.106532,318684.12,Agricultural Land,Rural,NA,0,180.33,58839717.24,Yes,No,No,Yes,Leasehold,Buy,Clear,Road Access,258,Bank,19.38,20.0,Decreasing,-0.85,Low,2026-01-07
PROP000184,Mysore,12.209357,76.66393,40478.5,Farm House,Urban,1 BHK,3,3974.0,166518315.47,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,"Garden, Parking",24,Real Estate Agent,26.3,75.0,Increasing,19.81,Low,2026-08-29
PROP000185,Ahmedabad,23.093915,72.65095,140277.01,Vacant Land,Rural,NA,24,658.94,72147821.65,Yes,Yes,No,Yes,Leasehold,Buy,Mortgaged,Basic,214,Builder,58.3,25.0,Decreasing,-15.73,Low,2026-02-20
PROP000186,Madurai,9.950143,78.186754,247170.08,Land Bank,Semi-Urban,NA,19,562.71,149777591.05,Yes,No,No,Yes,Leasehold,Buy,Clear,Basic,253,Bank,45.12,50.0,Decreasing,-4.03,Low,2026-01-12
PROP000187,Aurangabad,19.87645,75.423869,99081.57,Farm House,Urban,4 BHK,0,2718.74,267433818.79,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Parking, Water Supply",49,NRI,45.55,75.0,Increasing,16.2,Low,2026-08-04
PROP000188,Madurai,10.041489,78.110478,121284.99,Commercial Plot,Urban,NA,0,3653.34,354583745.12,No,Yes,Yes,Yes,Leasehold,Buy,Disputed,Road Access,27,Bank,78.03,75.0,Stable,15.82,High,2026-08-26
PROP000189,Tirupur,11.157474,77.261287,17774.06,Office Space,Commercial,NA,6,4749.38,65466194.55,Yes,No,No,Yes,Leasehold,Buy,Mortgaged,AC,46,Bank,55.59,80.0,Increasing,10.36,Low,2026-08-07
PROP000190,Chandigarh,30.787069,76.708352,114107.91,Mixed-Use Property,Urban,NA,4,12366.16,1406671931.13,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,47,NRI,56.56,93.75,Increasing,12.83,Low,2026-08-06
PROP000191,Mangalore,12.805668,74.706935,37065.58,Farm House,Semi-Urban,3 BHK,28,1300.69,40468301.14,Yes,Yes,Yes,Yes,Leasehold,Sell,Mortgaged,Security,14,Bank,27.75,50.0,Stable,-6.97,Low,2026-09-08
PROP000192,Hyderabad,17.354129,78.416246,13502.49,Office Space,Commercial,NA,3,20000.0,285918885.31,Yes,Yes,No,Yes,Leasehold,Buy,Clear,"AC, Security",91,NRI,83.89,100.0,Increasing,17.59,High,2026-06-23
PROP000193,Vellore,13.064655,79.211238,303580.12,Industrial Plot,Industrial Hub,NA,11,583.36,190908460.71,No,Yes,Yes,No,Freehold,Sell,Clear,Water Supply,50,Builder,66.49,40.0,Increasing,12.48,Medium,2026-08-03
PROP000194,Visakhapatnam,17.788786,83.253166,57960.56,Residential Plot,Urban,4 BHK,28,1961.69,125735370.23,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Road Access,58,NRI,98.37,75.0,Increasing,4.68,Low,2026-07-26
PROP000195,Ahmedabad,23.18682,72.642027,243943.17,Industrial Plot,Industrial Hub,NA,18,1583.78,361213175.24,Yes,No,No,Yes,Leasehold,Sell,Clear,Water Supply,119,Bank,39.24,50.0,Stable,-1.78,Low,2026-05-26
PROP000196,Kochi,9.930137,76.370319,32868.58,Farm House,Semi-Urban,5+ BHK,24,2063.57,75074081.81,No,No,Yes,No,Co-op,Buy,Clear,"Security, Water Supply, Parking",149,Real Estate Agent,31.76,62.5,Stable,-2.25,Low,2026-04-26
PROP000197,Chennai,12.850508,80.34403,41828.64,Residential House,Rural,2 BHK,26,1268.48,56011328.03,No,Yes,Yes,No,Freehold,Buy,Clear,"Parking, Electricity, Gym, Security, Swimming Pool",47,Individual,97.86,25.0,Increasing,5.17,Medium,2026-08-06
PROP000198,Pune,18.455491,73.79612,73047.01,Vacant Land,Urban,NA,0,8291.43,663419582.98,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,90,Real Estate Agent,44.67,100.0,Stable,12.41,Low,2026-06-24
PROP000199,Mysore,12.226642,76.726479,133990.18,Commercial Plot,Urban,NA,19,5745.41,827236646.45,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Electricity,57,Bank,51.77,75.0,Increasing,8.49,Low,2026-07-27
PROP000200,Mysore,12.256452,76.659615,56430.57,Farm House,Urban,3 BHK,18,2937.43,168239838.72,Yes,Yes,No,Yes,Freehold,Buy,Clear,Water Supply,81,Real Estate Agent,38.0,75.0,Stable,-0.34,Low,2026-07-03
PROP000201,Surat,21.281547,72.99897,141838.96,Warehouse,Industrial Hub,NA,10,1366.35,165710590.37,No,No,No,No,Co-op,Sell,Mortgaged,Security,20,Individual,45.21,50.0,Stable,6.91,Low,2026-09-02
PROP000202,Mangalore,12.858454,74.893864,24528.35,Office Space,Commercial,NA,0,12804.06,146413562.0,No,No,Yes,Yes,Leasehold,Buy,Under Litigation,"Elevator, Parking",43,NRI,74.33,80.0,Increasing,18.03,Medium,2026-08-10
PROP000203,Tirupur,11.188101,77.329753,20566.28,Residential Plot,Urban,1 BHK,28,1067.28,23566264.03,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Road Access,26,Bank,56.94,75.0,Increasing,1.6,Low,2026-08-27
PROP000204,Aurangabad,19.815856,75.41317,26512.25,Mixed-Use Property,Urban,NA,2,3884.01,101589168.83,Yes,Yes,No,Yes,Leasehold,Buy,Clear,Basic,70,Individual,80.46,75.0,Increasing,15.5,High,2026-07-14
PROP000205,Chennai,13.071396,80.19693,29136.93,Office Space,Commercial,NA,0,20000.0,529159842.06,Yes,No,No,No,Leasehold,Buy,Clear,"WiFi, Security",94,Individual,51.66,100.0,Increasing,19.39,Low,2026-06-20
PROP000206,Salem,11.531957,78.293187,125294.34,Agricultural Land,Rural,NA,0,128.83,16010182.24,No,No,No,Yes,Leasehold,Sell,Clear,Road Access,31,Real Estate Agent,21.93,20.0,Stable,6.39,Low,2026-08-22
PROP000207,Madurai,9.979569,78.182828,275145.77,Land Bank,Semi-Urban,NA,0,1112.83,310574302.62,Yes,Yes,No,No,Freehold,Sell,Clear,Basic,99,Real Estate Agent,27.33,50.0,Increasing,17.83,Low,2026-06-15
PROP000208,Chandigarh,30.759801,76.73851,155953.7,Development Land,Urban,NA,22,4558.97,353676297.04,Yes,Yes,Yes,Yes,Leasehold,Sell,Under Litigation,Basic,48,Real Estate Agent,49.41,93.75,Increasing,4.19,Low,2026-08-05
PROP000209,Vellore,13.00498,79.190239,28395.34,Office Space,Commercial,NA,23,3367.85,51994011.17,No,No,No,Yes,Leasehold,Buy,Under Litigation,"WiFi, Security, Parking",90,Bank,55.65,80.0,Increasing,8.08,Low,2026-06-24
PROP000210,Tirupur,11.011083,77.266229,212702.55,Land Bank,Semi-Urban,NA,3,876.99,171556199.23,No,No,No,Yes,Freehold,Buy,Clear,Basic,120,NRI,32.61,50.0,Stable,3.21,Low,2026-05-25
PROP000211,Chandigarh,30.792243,76.707273,63146.8,Residential Plot,Semi-Urban,3 BHK,20,3396.63,235380948.32,No,Yes,No,No,Freehold,Sell,Clear,Electricity,37,Real Estate Agent,92.01,62.5,Stable,-3.21,Low,2026-08-16
PROP000212,Delhi,28.455995,77.166327,123808.15,Development Land,Semi-Urban,NA,15,6447.22,841149430.6,No,Yes,Yes,Yes,Co-op,Lease,Clear,Basic,160,Builder,58.63,81.25,Stable,5.52,Low,2026-04-15
PROP000213,Indore,22.759378,75.857559,33311.31,Residential House,Urban,3 BHK,17,3172.73,113675715.58,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Water Supply, Parking",126,Real Estate Agent,57.29,75.0,Stable,-1.01,Low,2026-05-19
PROP000214,Mangalore,12.841551,74.881603,74787.79,Farm House,Urban,2 BHK,22,2775.57,189805514.31,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Water Supply, Security",229,Real Estate Agent,38.33,75.0,Decreasing,-9.68,Low,2026-02-05
PROP000215,Mysore,12.25915,76.651149,5669.32,Office Space,Commercial,NA,0,10072.41,54212622.79,Yes,No,No,Yes,Freehold,Buy,Clear,"Elevator, AC",97,Individual,71.42,80.0,Stable,6.52,Medium,2026-06-17
PROP000216,Kolkata,22.600663,88.459731,136668.86,Industrial Plot,Industrial Hub,NA,24,1396.23,189238567.37,Yes,No,No,No,Leasehold,Buy,Clear,Road Access,10,Builder,40.95,50.0,Increasing,7.9,Low,2026-09-12
PROP000217,Jaipur,26.971822,75.850017,74531.41,Warehouse,Industrial Hub,NA,8,1205.3,86465887.17,Yes,Yes,No,Yes,Freehold,Sell,Clear,Security,17,NRI,45.99,50.0,Increasing,13.75,Low,2026-09-05
PROP000218,Indore,22.742818,75.863202,76659.48,Vacant Land,Urban,NA,21,1864.29,110103382.8,Yes,Yes,Yes,Yes,Freehold,Sell,Disputed,Basic,34,Individual,35.48,75.0,Decreasing,-9.8,Low,2026-08-19
PROP000219,Vadodara,22.378797,73.28065,37159.02,Development Land,Urban,NA,19,3733.83,140019761.05,No,No,Yes,Yes,Co-op,Sell,Clear,Basic,54,Builder,75.12,75.0,Increasing,6.19,Medium,2026-07-30
